filename,width,height,class,xmin,ymin,xmax,ymax
Image__2018-01-10__14-06-43.jpg,640,480,standing,1,148,175,303
Image__2018-01-10__14-06-43.jpg,640,480,standing,110,4,290,166
Image__2018-01-10__14-06-43.jpg,640,480,standing,284,1,439,100
Image__2018-01-10__14-06-43.jpg,640,480,standing,465,11,593,116
Image__2018-01-10__14-06-43.jpg,640,480,fallen,367,100,488,480
Image__2018-01-10__14-40-02.jpg,640,480,standing,440,210,640,383
Image__2018-01-10__14-40-02.jpg,640,480,standing,253,284,453,457
Image__2018-01-10__14-40-02.jpg,640,480,standing,126,179,326,352
Image__2018-01-10__13-47-47.jpg,640,480,fallen,312,189,640,290
Image__2018-01-10__13-47-47.jpg,640,480,fallen,61,291,505,425
Image__2018-01-10__13-47-47.jpg,640,480,fallen,519,282,589,480
Image__2018-01-10__13-47-47.jpg,640,480,fallen,224,85,640,195
Image__2018-01-10__13-47-47.jpg,640,480,fallen,157,1,587,90
Image__2018-01-10__13-47-47.jpg,640,480,standing,1,1,227,187
Image__2018-01-10__13-47-47.jpg,640,480,standing,108,189,293,329
Image__2018-01-18__11-01-29.jpg,640,480,fallen,211,190,309,340
Image__2018-01-10__14-20-53.jpg,640,480,fallen,29,290,454,394
Image__2018-01-10__14-20-53.jpg,640,480,fallen,234,1,348,287
Image__2018-01-10__14-20-53.jpg,640,480,fallen,450,147,579,480
Image__2018-01-10__14-20-53.jpg,640,480,standing,409,1,557,106
Image__2018-01-10__14-20-53.jpg,640,480,standing,28,156,177,300
Image__2018-01-10__13-30-32.jpg,640,480,fallen,49,366,508,480
Image__2018-01-10__14-02-33.jpg,640,480,standing,112,318,248,439
Image__2018-01-10__13-57-42.jpg,640,480,standing,393,1,560,171
Image__2018-01-10__13-59-47.jpg,640,480,standing,253,9,414,147
Image__2018-01-10__13-59-47.jpg,640,480,standing,94,280,307,443
Image__2018-01-18__11-11-04.jpg,640,480,standing,143,284,230,360
Image__2018-01-18__11-11-04.jpg,640,480,standing,307,230,362,280
Image__2018-01-18__11-11-04.jpg,640,480,standing,201,109,297,197
Image__2018-01-10__14-41-56.jpg,640,480,fallen,108,88,462,349
Image__2018-01-10__14-00-22.jpg,640,480,fallen,170,312,640,426
Image__2018-01-10__14-00-22.jpg,640,480,fallen,69,176,422,290
Image__2018-01-10__14-00-36.jpg,640,480,fallen,8,306,460,414
Image__2018-01-10__14-00-36.jpg,640,480,fallen,480,78,586,420
Image__2018-01-18__11-00-55.jpg,640,480,fallen,311,94,365,179
Image__2018-01-18__11-00-55.jpg,640,480,fallen,160,187,269,224
Image__2018-01-18__11-00-55.jpg,640,480,fallen,78,152,169,224
Image__2018-01-18__11-00-55.jpg,640,480,fallen,77,255,168,327
Image__2018-01-18__11-00-55.jpg,640,480,fallen,237,367,311,418
Image__2018-01-18__11-00-55.jpg,640,480,fallen,304,354,378,405
Image__2018-01-18__11-00-55.jpg,640,480,fallen,323,297,397,348
Image__2018-01-10__14-45-26.jpg,640,480,fallen,223,211,433,365
Image__2018-01-10__14-04-46.jpg,640,480,standing,217,199,384,349
Image__2018-01-10__14-04-46.jpg,640,480,standing,310,319,483,480
Image__2018-01-10__14-04-46.jpg,640,480,standing,463,343,572,462
Image__2018-01-10__14-04-46.jpg,640,480,standing,451,4,640,187
Image__2018-01-10__14-04-46.jpg,640,480,standing,273,1,458,180
Image__2018-01-10__14-04-46.jpg,640,480,standing,59,1,296,172
Image__2018-01-10__14-04-46.jpg,640,480,standing,45,157,231,280
Image__2018-01-10__14-04-46.jpg,640,480,standing,7,291,222,416
Image__2018-01-10__13-58-13.jpg,640,480,fallen,166,168,551,314
Image__2018-01-10__13-58-07.jpg,640,480,fallen,161,98,513,200
Image__2018-01-10__13-56-16.jpg,640,480,standing,433,265,640,449
Image__2018-01-10__14-22-40.jpg,640,480,fallen,213,4,363,387
Image__2018-01-10__14-22-40.jpg,640,480,fallen,33,368,467,474
Image__2018-01-10__14-22-40.jpg,640,480,fallen,515,52,607,476
Image__2018-01-10__14-22-40.jpg,640,480,standing,15,162,174,328
Image__2018-01-10__14-22-40.jpg,640,480,standing,407,216,539,370
Image__2018-01-10__14-22-40.jpg,640,480,standing,360,1,512,128
Image__2018-01-10__13-51-09.jpg,640,480,standing,58,2,285,193
Image__2018-01-10__13-51-09.jpg,640,480,fallen,277,34,441,468
Image__2018-01-10__14-38-18.jpg,640,480,standing,232,3,382,170
Image__2018-01-10__14-38-18.jpg,640,480,standing,208,185,355,323
Image__2018-01-10__14-38-18.jpg,640,480,standing,3,197,210,327
Image__2018-01-10__14-38-18.jpg,640,480,standing,32,7,212,169
Image__2018-01-10__14-38-18.jpg,640,480,standing,24,372,167,478
Image__2018-01-10__14-38-18.jpg,640,480,fallen,393,22,529,442
Image__2018-01-18__11-10-46.jpg,640,480,fallen,182,297,330,457
Image__2018-01-18__11-10-46.jpg,640,480,fallen,241,101,359,257
Image__2018-01-18__10-59-09.jpg,640,480,standing,197,246,252,302
Image__2018-01-18__10-59-09.jpg,640,480,standing,246,271,301,327
Image__2018-01-18__10-59-09.jpg,640,480,standing,291,308,346,364
Image__2018-01-18__10-59-09.jpg,640,480,standing,299,251,354,307
Image__2018-01-18__10-59-09.jpg,640,480,standing,311,198,366,254
Image__2018-01-18__10-59-09.jpg,640,480,standing,262,215,317,271
Image__2018-01-18__10-59-09.jpg,640,480,standing,206,196,261,252
Image__2018-01-18__10-59-09.jpg,640,480,standing,212,142,267,198
Image__2018-01-18__10-59-09.jpg,640,480,standing,268,161,323,217
Image__2018-01-18__10-59-09.jpg,640,480,standing,200,298,255,354
Image__2018-01-10__13-56-28.jpg,640,480,standing,247,256,446,421
Image__2018-01-10__14-42-11.jpg,640,480,fallen,22,377,491,480
Image__2018-01-10__14-45-18.jpg,640,480,fallen,245,149,379,368
Image__2018-01-10__14-45-24.jpg,640,480,fallen,210,227,451,362
Image__2018-01-18__10-53-40.jpg,640,480,standing,226,366,285,429
Image__2018-01-18__10-53-40.jpg,640,480,standing,337,310,403,380
Image__2018-01-18__10-53-40.jpg,640,480,standing,197,275,256,338
Image__2018-01-18__10-53-40.jpg,640,480,standing,125,292,184,355
Image__2018-01-18__10-53-40.jpg,640,480,standing,131,202,190,265
Image__2018-01-18__10-53-40.jpg,640,480,standing,192,198,251,261
Image__2018-01-18__10-53-40.jpg,640,480,standing,297,165,356,228
Image__2018-01-18__10-53-40.jpg,640,480,standing,126,114,185,177
Image__2018-01-18__10-53-40.jpg,640,480,standing,180,80,239,143
Image__2018-01-10__13-32-35.jpg,640,480,fallen,92,163,574,301
Image__2018-01-10__14-13-48.jpg,640,480,fallen,127,55,605,161
Image__2018-01-10__14-13-48.jpg,640,480,standing,353,308,520,450
Image__2018-01-10__14-13-48.jpg,640,480,standing,193,160,359,309
Image__2018-01-10__14-13-48.jpg,640,480,standing,370,146,554,289
Image__2018-01-10__14-13-48.jpg,640,480,standing,11,152,154,301
Image__2018-01-10__13-32-09.jpg,640,480,fallen,88,97,562,232
Image__2018-01-10__13-59-51.jpg,640,480,standing,92,273,307,442
Image__2018-01-10__13-59-51.jpg,640,480,fallen,289,93,640,192
Image__2018-01-10__14-37-49.jpg,640,480,standing,12,190,194,323
Image__2018-01-10__14-37-49.jpg,640,480,standing,8,1,207,171
Image__2018-01-10__14-37-49.jpg,640,480,standing,231,3,379,175
Image__2018-01-10__14-37-49.jpg,640,480,standing,396,3,546,196
Image__2018-01-10__14-37-49.jpg,640,480,standing,448,249,596,390
Image__2018-01-10__14-37-49.jpg,640,480,standing,204,181,377,338
Image__2018-01-10__14-37-49.jpg,640,480,standing,232,335,379,480
Image__2018-01-10__14-37-49.jpg,640,480,standing,18,358,211,470
Image__2018-01-10__13-57-54.jpg,640,480,standing,455,311,640,463
Image__2018-01-10__14-39-58.jpg,640,480,standing,11,1,206,161
Image__2018-01-10__14-39-58.jpg,640,480,standing,266,292,461,452
Image__2018-01-10__14-39-58.jpg,640,480,standing,442,207,637,367
Image__2018-01-10__13-50-49.jpg,640,480,standing,202,221,372,391
Image__2018-01-10__13-50-49.jpg,640,480,standing,373,281,551,476
Image__2018-01-10__14-02-25.jpg,640,480,standing,381,323,509,459
Image__2018-01-10__14-02-19.jpg,640,480,standing,334,289,463,408
Image__2018-01-10__14-20-45.jpg,640,480,fallen,220,1,362,282
Image__2018-01-10__14-20-45.jpg,640,480,fallen,475,182,587,480
Image__2018-01-10__14-20-45.jpg,640,480,fallen,12,287,460,392
Image__2018-01-10__14-20-45.jpg,640,480,standing,26,161,181,298
Image__2018-01-10__14-20-45.jpg,640,480,standing,422,1,587,132
Image__2018-01-10__13-49-54.jpg,640,480,standing,165,252,347,427
Image__2018-01-18__11-01-17.jpg,640,480,standing,227,332,294,405
Image__2018-01-10__14-47-09.jpg,640,480,standing,88,24,181,453
Image__2018-01-10__14-47-09.jpg,640,480,standing,1,13,86,440
Image__2018-01-10__14-47-09.jpg,640,480,fallen,192,3,639,88
Image__2018-01-10__14-47-09.jpg,640,480,fallen,193,102,640,187
Image__2018-01-10__14-47-09.jpg,640,480,fallen,209,198,640,305
Image__2018-01-10__14-47-09.jpg,640,480,fallen,203,316,640,406
Image__2018-01-10__14-47-21.jpg,640,480,standing,81,27,180,452
Image__2018-01-10__14-47-21.jpg,640,480,standing,1,6,72,438
Image__2018-01-10__14-47-21.jpg,640,480,fallen,185,1,639,91
Image__2018-01-10__14-47-21.jpg,640,480,fallen,186,98,640,188
Image__2018-01-10__14-47-21.jpg,640,480,fallen,186,200,640,290
Image__2018-01-10__14-47-21.jpg,640,480,fallen,186,316,640,406
Image__2018-01-10__14-40-28.jpg,640,480,standing,60,196,283,328
Image__2018-01-10__14-49-18.jpg,640,480,fallen,514,64,633,478
Image__2018-01-10__14-49-18.jpg,640,480,fallen,85,319,524,430
Image__2018-01-10__14-49-18.jpg,640,480,fallen,74,204,513,315
Image__2018-01-10__14-49-18.jpg,640,480,fallen,67,92,506,203
Image__2018-01-10__14-49-18.jpg,640,480,fallen,50,1,489,111
Image__2018-01-10__14-49-18.jpg,640,480,fallen,1,150,88,471
Image__2018-01-10__14-49-18.jpg,640,480,fallen,84,424,539,480
Image__2018-01-10__14-15-00.jpg,640,480,fallen,43,90,508,187
Image__2018-01-10__14-15-00.jpg,640,480,fallen,60,293,532,404
Image__2018-01-10__14-15-00.jpg,640,480,standing,132,168,293,304
Image__2018-01-10__14-15-00.jpg,640,480,standing,491,146,632,299
Image__2018-01-10__14-49-25.jpg,640,480,fallen,71,302,521,399
Image__2018-01-10__14-49-25.jpg,640,480,fallen,71,190,521,287
Image__2018-01-10__14-49-25.jpg,640,480,fallen,74,86,524,183
Image__2018-01-10__14-49-25.jpg,640,480,fallen,61,1,504,83
Image__2018-01-10__14-49-25.jpg,640,480,fallen,87,396,530,480
Image__2018-01-10__14-49-25.jpg,640,480,fallen,1,1,47,349
Image__2018-01-10__14-49-25.jpg,640,480,fallen,521,58,629,471
Image__2018-01-10__14-49-31.jpg,640,480,fallen,62,255,509,356
Image__2018-01-10__14-49-31.jpg,640,480,fallen,73,379,520,480
Image__2018-01-10__14-49-31.jpg,640,480,fallen,74,102,521,203
Image__2018-01-10__14-49-31.jpg,640,480,fallen,47,1,494,102
Image__2018-01-10__14-49-31.jpg,640,480,fallen,1,1,57,341
Image__2018-01-10__14-49-31.jpg,640,480,fallen,515,65,635,480
Image__2018-01-10__14-01-49.jpg,640,480,fallen,438,264,551,471
Image__2018-01-18__15-23-26.jpg,640,480,standing,280,165,351,231
Image__2018-01-18__15-23-26.jpg,640,480,standing,238,256,304,330
Image__2018-01-18__15-23-26.jpg,640,480,standing,115,237,200,305
Image__2018-01-18__15-23-26.jpg,640,480,standing,83,94,181,173
Image__2018-01-18__15-23-26.jpg,640,480,fallen,183,80,401,165
Image__2018-01-18__15-23-26.jpg,640,480,fallen,128,320,345,411
Image__2018-01-10__13-54-04.jpg,640,480,standing,77,207,312,370
Image__2018-01-10__13-54-04.jpg,640,480,standing,364,1,552,174
Image__2018-01-10__14-44-59.jpg,640,480,fallen,163,40,530,171
Image__2018-01-10__14-18-40.jpg,640,480,standing,149,157,299,281
Image__2018-01-10__14-18-40.jpg,640,480,standing,325,144,483,298
Image__2018-01-10__14-18-40.jpg,640,480,standing,517,153,640,312
Image__2018-01-10__14-18-40.jpg,640,480,standing,1,207,137,361
Image__2018-01-10__14-18-40.jpg,640,480,fallen,160,295,476,409
Image__2018-01-10__14-05-11.jpg,640,480,standing,253,212,350,298
Image__2018-01-10__14-05-11.jpg,640,480,standing,54,166,229,282
Image__2018-01-10__14-05-11.jpg,640,480,standing,4,292,211,424
Image__2018-01-10__14-05-11.jpg,640,480,standing,310,314,475,480
Image__2018-01-10__14-05-11.jpg,640,480,standing,431,201,640,337
Image__2018-01-10__14-05-11.jpg,640,480,standing,456,1,634,183
Image__2018-01-10__14-05-11.jpg,640,480,standing,273,1,436,178
Image__2018-01-10__14-05-11.jpg,640,480,standing,54,2,285,175
Image__2018-01-10__14-02-30.jpg,640,480,standing,211,321,398,465
Image__2018-01-10__14-24-34.jpg,640,480,fallen,108,2,200,320
Image__2018-01-10__14-24-34.jpg,640,480,fallen,19,207,107,396
Image__2018-01-10__14-24-34.jpg,640,480,fallen,108,324,562,438
Image__2018-01-10__14-24-34.jpg,640,480,fallen,4,440,463,480
Image__2018-01-10__14-24-34.jpg,640,480,standing,197,175,356,317
Image__2018-01-10__14-24-34.jpg,640,480,standing,412,173,572,320
Image__2018-01-10__14-24-34.jpg,640,480,standing,287,6,458,151
Image__2018-01-10__14-52-29.jpg,640,480,fallen,500,126,620,445
Image__2018-01-10__14-52-29.jpg,640,480,fallen,104,54,550,116
Image__2018-01-10__14-52-29.jpg,640,480,fallen,87,445,536,475
Image__2018-01-10__14-52-29.jpg,640,480,standing,41,168,182,285
Image__2018-01-10__14-52-29.jpg,640,480,standing,102,311,266,430
Image__2018-01-10__14-52-29.jpg,640,480,standing,375,321,525,445
Image__2018-01-10__14-52-29.jpg,640,480,standing,351,152,517,292
Image__2018-01-10__13-32-20.jpg,640,480,fallen,95,23,572,146
Image__2018-01-10__14-09-05.jpg,640,480,fallen,208,301,640,410
Image__2018-01-10__14-09-05.jpg,640,480,fallen,283,175,489,300
Image__2018-01-10__14-09-05.jpg,640,480,standing,62,207,246,339
Image__2018-01-10__14-09-05.jpg,640,480,standing,33,320,194,432
Image__2018-01-10__14-09-05.jpg,640,480,standing,121,1,305,206
Image__2018-01-10__14-09-05.jpg,640,480,standing,293,1,442,168
Image__2018-01-10__14-09-05.jpg,640,480,standing,442,84,640,256
Image__2018-01-10__14-28-20.jpg,640,480,fallen,539,14,601,420
Image__2018-01-10__14-28-20.jpg,640,480,fallen,42,332,492,451
Image__2018-01-10__14-28-20.jpg,640,480,fallen,54,1,150,313
Image__2018-01-10__14-28-20.jpg,640,480,fallen,195,2,287,178
Image__2018-01-10__14-28-20.jpg,640,480,standing,191,175,367,330
Image__2018-01-10__14-28-20.jpg,640,480,standing,293,7,450,142
Image__2018-01-10__14-28-20.jpg,640,480,standing,415,173,564,325
Image__2018-01-10__13-55-50.jpg,640,480,standing,408,142,619,324
Image__2018-01-10__13-52-59.jpg,640,480,fallen,435,34,563,469
Image__2018-01-10__13-52-59.jpg,640,480,fallen,116,24,238,457
Image__2018-01-10__14-28-08.jpg,640,480,fallen,39,327,489,455
Image__2018-01-10__14-28-08.jpg,640,480,fallen,51,1,182,311
Image__2018-01-10__14-28-08.jpg,640,480,fallen,538,11,597,425
Image__2018-01-10__14-28-08.jpg,640,480,standing,191,170,360,307
Image__2018-01-10__14-28-08.jpg,640,480,standing,291,6,468,140
Image__2018-01-10__14-28-08.jpg,640,480,standing,399,180,549,320
Image__2018-01-10__14-45-31.jpg,640,480,fallen,184,227,290,417
Image__2018-01-10__14-42-38.jpg,640,480,fallen,125,128,486,248
Image__2018-01-10__14-42-10.jpg,640,480,fallen,22,275,494,384
Image__2018-01-10__13-58-10.jpg,640,480,fallen,168,51,563,168
Image__2018-01-10__14-38-25.jpg,640,480,fallen,367,37,491,433
Image__2018-01-10__14-38-25.jpg,640,480,standing,229,4,387,164
Image__2018-01-10__14-38-25.jpg,640,480,standing,205,190,377,335
Image__2018-01-10__14-38-25.jpg,640,480,standing,13,359,187,476
Image__2018-01-10__14-38-25.jpg,640,480,standing,16,197,220,330
Image__2018-01-10__14-38-25.jpg,640,480,standing,32,5,214,173
Image__2018-01-10__13-58-38.jpg,640,480,standing,186,239,365,362
Image__2018-01-10__13-58-38.jpg,640,480,standing,121,1,335,190
Image__2018-01-10__13-56-01.jpg,640,480,standing,6,216,252,374
Image__2018-01-10__14-22-41.jpg,640,480,standing,403,224,524,356
Image__2018-01-10__14-22-41.jpg,640,480,standing,5,166,160,321
Image__2018-01-10__14-22-41.jpg,640,480,standing,374,4,515,127
Image__2018-01-10__14-22-41.jpg,640,480,fallen,210,1,370,383
Image__2018-01-10__14-22-41.jpg,640,480,fallen,522,57,622,473
Image__2018-01-10__14-22-41.jpg,640,480,fallen,26,380,460,480
Image__2018-01-10__13-58-00.jpg,640,480,fallen,138,284,488,434
Image__2018-01-10__14-31-39.jpg,640,480,fallen,127,239,593,431
Image__2018-01-10__13-58-28.jpg,640,480,standing,178,212,356,370
Image__2018-01-10__13-58-28.jpg,640,480,standing,394,1,611,217
Image__2018-01-10__14-25-58.jpg,640,480,standing,198,185,350,313
