filename,width,height,class,xmin,ymin,xmax,ymax
Image__2018-01-24__12-03-02.jpg,1280,1024,standing,936,252,1148,403
Image__2018-01-24__12-03-02.jpg,1280,1024,standing,925,596,1126,759
Image__2018-01-24__12-03-02.jpg,1280,1024,standing,938,857,1140,1024
Image__2018-01-24__12-03-02.jpg,1280,1024,standing,693,881,850,1023
Image__2018-01-24__12-03-02.jpg,1280,1024,standing,421,895,576,1024
Image__2018-01-10__14-07-02.jpg,640,480,standing,282,1,441,172
Image__2018-01-10__14-07-02.jpg,640,480,standing,120,1,307,202
Image__2018-01-10__14-07-02.jpg,640,480,standing,1,135,230,283
Image__2018-01-10__14-07-02.jpg,640,480,standing,12,281,234,457
Image__2018-01-10__14-07-02.jpg,640,480,standing,234,191,365,320
Image__2018-01-10__14-07-02.jpg,640,480,fallen,423,76,551,478
Image__2018-01-10__14-07-02.jpg,640,480,standing,551,94,640,221
Image__2018-01-22__15-33-30.jpg,640,480,fallen,315,96,378,303
Image__2018-01-22__15-33-30.jpg,640,480,fallen,257,94,315,305
Image__2018-01-22__15-33-30.jpg,640,480,fallen,241,299,468,355
Image__2018-01-22__15-33-30.jpg,640,480,fallen,241,356,468,412
standing-bottles-754e.jpg,1300,915,standing,791,135,967,319
standing-bottles-754e.jpg,1300,915,standing,629,249,805,433
standing-bottles-754e.jpg,1300,915,standing,448,123,647,314
standing-bottles-754e.jpg,1300,915,standing,974,221,1173,412
standing-bottles-776.jpg,1300,1002,standing,608,604,693,701
standing-bottles-776.jpg,1300,1002,standing,674,539,759,636
standing-bottles-776.jpg,1300,1002,standing,611,484,696,581
standing-bottles-776.jpg,1300,1002,standing,545,421,630,518
standing-bottles-776.jpg,1300,1002,standing,472,350,557,447
standing-bottles-776.jpg,1300,1002,standing,527,535,612,632
standing-bottles-776.jpg,1300,1002,standing,468,481,553,578
standing-bottles-776.jpg,1300,1002,standing,386,410,471,507
standing-bottles-776.jpg,1300,1002,standing,679,416,764,513
standing-bottles-776.jpg,1300,1002,standing,612,350,697,447
standing-bottles-776.jpg,1300,1002,standing,537,280,622,377
standing-bottles-776.jpg,1300,1002,standing,742,348,827,445
standing-bottles-776.jpg,1300,1002,standing,679,274,764,371
standing-bottles-776.jpg,1300,1002,standing,610,204,695,301
standing-bottles-776.jpg,1300,1002,standing,824,418,909,515
standing-bottles-776.jpg,1300,1002,standing,749,476,834,573
standing-bottles-776.jpg,1300,1002,standing,786,639,891,730
standing-bottles-776.jpg,1300,1002,standing,857,576,962,667
standing-bottles-776.jpg,1300,1002,standing,730,714,835,805
standing-bottles-776.jpg,1300,1002,standing,482,713,587,804
standing-bottles-776.jpg,1300,1002,standing,408,644,513,735
standing-bottles-776.jpg,1300,1002,standing,337,589,442,680
standing-bottles-776.jpg,1300,1002,standing,331,720,436,811
standing-bottles-776.jpg,1300,1002,standing,176,589,317,677
standing-bottles-776.jpg,1300,1002,standing,971,576,1119,676
Image__2018-01-23__10-40-08.jpg,640,480,standing,309,121,369,192
Image__2018-01-23__10-40-08.jpg,640,480,standing,248,141,308,212
Image__2018-01-23__10-40-08.jpg,640,480,standing,177,143,246,212
Image__2018-01-23__10-40-08.jpg,640,480,standing,130,244,199,313
Image__2018-01-23__10-40-08.jpg,640,480,standing,240,327,285,379
Image__2018-01-23__10-40-08.jpg,640,480,standing,286,310,331,362
Image__2018-01-23__10-40-08.jpg,640,480,standing,375,293,418,333
Image__2018-01-23__10-40-08.jpg,640,480,standing,347,243,406,294
Image__2018-01-23__10-40-08.jpg,640,480,standing,383,110,460,185
Image__2018-01-23__10-40-08.jpg,640,480,standing,252,110,311,152
Image__2018-01-23__10-40-08.jpg,640,480,standing,195,104,247,147
Image__2018-01-23__10-40-08.jpg,640,480,standing,185,29,263,109
Image__2018-01-23__10-40-08.jpg,640,480,standing,282,43,351,124
Image__2018-01-23__10-40-08.jpg,640,480,standing,409,12,495,107
Image__2018-01-23__10-40-08.jpg,640,480,standing,472,38,557,112
Image__2018-01-23__10-40-08.jpg,640,480,standing,524,46,633,131
Image__2018-01-23__10-40-08.jpg,640,480,standing,442,133,534,204
Image__2018-01-23__10-40-08.jpg,640,480,standing,475,363,580,450
Image__2018-01-23__10-40-08.jpg,640,480,standing,393,381,485,471
Image__2018-01-23__10-40-08.jpg,640,480,standing,332,405,411,480
Image__2018-01-23__10-40-08.jpg,640,480,standing,267,364,334,440
Image__2018-01-23__10-40-08.jpg,640,480,standing,407,257,493,327
Image__2018-01-23__10-40-08.jpg,640,480,fallen,369,200,567,257
Image__2018-01-23__10-40-08.jpg,640,480,fallen,207,212,370,269
Image__2018-01-23__10-40-08.jpg,640,480,fallen,482,253,640,318
Image__2018-01-23__10-40-08.jpg,640,480,fallen,134,265,340,368
Image__2018-01-23__10-40-08.jpg,640,480,fallen,326,279,376,405
Image__2018-01-23__10-40-08.jpg,640,480,fallen,187,399,294,479
Image__2018-01-23__10-40-08.jpg,640,480,fallen,198,348,302,448
Image__2018-01-23__10-40-08.jpg,640,480,fallen,354,35,404,152
Image__2018-01-23__10-40-08.jpg,640,480,fallen,344,183,439,221
Image__2018-01-23__10-40-08.jpg,640,480,fallen,449,106,558,157
Image__2018-01-23__10-40-08.jpg,640,480,fallen,375,316,596,378
Image__2018-01-23__10-34-10.jpg,640,480,standing,246,146,316,212
Image__2018-01-23__10-34-10.jpg,640,480,standing,301,121,371,187
Image__2018-01-23__10-34-10.jpg,640,480,standing,389,135,459,201
Image__2018-01-23__10-34-10.jpg,640,480,standing,422,230,507,298
Image__2018-01-23__10-34-10.jpg,640,480,standing,475,352,537,409
Image__2018-01-23__10-34-10.jpg,640,480,standing,377,238,420,277
Image__2018-01-23__10-34-10.jpg,640,480,standing,201,102,254,148
Image__2018-01-23__10-34-10.jpg,640,480,standing,182,140,255,204
Image__2018-01-23__10-34-10.jpg,640,480,standing,282,317,329,364
Image__2018-01-23__10-34-10.jpg,640,480,standing,323,364,376,423
Image__2018-01-23__10-34-10.jpg,640,480,standing,318,415,367,469
Image__2018-01-23__10-34-10.jpg,640,480,standing,261,360,327,442
Image__2018-01-23__10-34-10.jpg,640,480,standing,214,377,265,419
Image__2018-01-23__10-34-10.jpg,640,480,standing,213,310,281,387
Image__2018-01-23__10-34-10.jpg,640,480,standing,279,37,346,120
Image__2018-01-23__10-34-10.jpg,640,480,standing,459,181,557,245
Image__2018-01-23__10-34-10.jpg,640,480,standing,503,245,567,295
Image__2018-01-23__10-34-10.jpg,640,480,standing,459,113,557,188
Image__2018-01-23__10-34-10.jpg,640,480,standing,390,51,474,135
Image__2018-01-23__10-34-10.jpg,640,480,standing,456,51,537,126
Image__2018-01-23__10-34-10.jpg,640,480,standing,414,411,502,478
Image__2018-01-23__10-34-10.jpg,640,480,standing,364,431,427,478
Image__2018-01-23__10-34-10.jpg,640,480,standing,251,435,324,478
Image__2018-01-23__10-34-10.jpg,640,480,fallen,226,261,418,318
Image__2018-01-23__10-34-10.jpg,640,480,fallen,219,215,387,263
Image__2018-01-23__10-34-10.jpg,640,480,fallen,127,140,226,314
Image__2018-01-23__10-34-10.jpg,640,480,fallen,344,294,469,370
Image__2018-01-23__10-34-10.jpg,640,480,fallen,373,290,552,430
Image__2018-01-23__10-34-10.jpg,640,480,standing,553,79,640,155
Image__2018-01-23__10-34-10.jpg,640,480,fallen,337,28,406,134
Image__2018-01-23__10-34-10.jpg,640,480,fallen,343,176,427,244
Image__2018-01-23__10-34-10.jpg,640,480,standing,526,88,564,126
Image__2018-01-22__15-38-11.jpg,640,480,fallen,255,191,426,343
Image__2018-01-24__11-29-32.jpg,1280,1024,standing,501,860,633,993
Image__2018-01-24__11-29-32.jpg,1280,1024,standing,593,769,725,902
Image__2018-01-24__11-29-32.jpg,1280,1024,standing,697,661,844,820
Image__2018-01-24__11-29-32.jpg,1280,1024,standing,368,772,508,955
Image__2018-01-24__11-29-32.jpg,1280,1024,standing,476,701,597,860
Image__2018-01-24__11-29-32.jpg,1280,1024,standing,558,613,703,757
Image__2018-01-24__11-29-32.jpg,1280,1024,standing,641,519,772,652
Image__2018-01-24__11-29-32.jpg,1280,1024,standing,718,423,858,552
Image__2018-01-24__11-29-32.jpg,1280,1024,standing,789,316,946,455
Image__2018-01-24__11-29-32.jpg,1280,1024,standing,884,219,1041,358
Image__2018-01-23__10-39-50.jpg,640,480,fallen,339,186,439,222
Image__2018-01-23__10-39-50.jpg,640,480,fallen,368,202,567,260
Image__2018-01-23__10-39-50.jpg,640,480,fallen,374,314,593,383
Image__2018-01-23__10-39-50.jpg,640,480,fallen,328,284,373,404
Image__2018-01-23__10-39-50.jpg,640,480,fallen,183,399,292,480
Image__2018-01-23__10-39-50.jpg,640,480,fallen,192,347,297,451
Image__2018-01-23__10-39-50.jpg,640,480,fallen,135,262,340,367
Image__2018-01-23__10-39-50.jpg,640,480,fallen,207,215,369,268
Image__2018-01-23__10-39-50.jpg,640,480,fallen,356,32,403,156
Image__2018-01-23__10-39-50.jpg,640,480,fallen,435,101,556,158
Image__2018-01-23__10-39-50.jpg,640,480,standing,306,121,370,186
Image__2018-01-23__10-39-50.jpg,640,480,standing,381,108,461,182
Image__2018-01-23__10-39-50.jpg,640,480,standing,440,133,532,204
Image__2018-01-23__10-39-50.jpg,640,480,standing,283,42,352,125
Image__2018-01-23__10-39-50.jpg,640,480,standing,185,29,262,111
Image__2018-01-23__10-39-50.jpg,640,480,standing,197,107,252,159
Image__2018-01-23__10-39-50.jpg,640,480,standing,243,146,316,214
Image__2018-01-23__10-39-50.jpg,640,480,standing,171,142,244,210
Image__2018-01-23__10-39-50.jpg,640,480,standing,127,244,200,312
Image__2018-01-23__10-39-50.jpg,640,480,standing,239,327,285,379
Image__2018-01-23__10-39-50.jpg,640,480,standing,285,312,331,364
Image__2018-01-23__10-39-50.jpg,640,480,standing,347,242,404,296
Image__2018-01-23__10-39-50.jpg,640,480,standing,378,292,417,334
Image__2018-01-23__10-39-50.jpg,640,480,standing,397,381,487,475
Image__2018-01-23__10-39-50.jpg,640,480,standing,335,407,399,480
Image__2018-01-23__10-39-50.jpg,640,480,standing,472,366,581,443
Image__2018-01-23__10-39-50.jpg,640,480,standing,483,258,571,325
Image__2018-01-23__10-39-50.jpg,640,480,standing,406,257,490,325
Image__2018-01-23__10-39-50.jpg,640,480,standing,472,41,557,105
Image__2018-01-23__10-39-50.jpg,640,480,standing,523,47,635,128
Image__2018-01-23__10-39-50.jpg,640,480,standing,407,11,500,104
Image__2018-01-23__10-39-50.jpg,640,480,standing,256,109,308,150
Image__2018-01-23__10-39-50.jpg,640,480,standing,269,366,333,439
water-bottle-29.jpg,640,480,fallen,260,34,370,476
water-bottle-29.jpg,640,480,fallen,122,22,232,464
water-bottle-29.jpg,640,480,fallen,1,22,122,477
water-bottle-29.jpg,640,480,fallen,360,21,434,359
water-bottle-29.jpg,640,480,fallen,421,7,495,345
water-bottle-29.jpg,640,480,fallen,505,31,579,338
standing-bottles-56.jpg,1300,1191,standing,499,165,941,621
standing-bottles-56.jpg,1300,1191,standing,111,382,553,838
standing-bottles-56.jpg,1300,1191,standing,86,1,519,356
standing-bottles-56.jpg,1300,1191,standing,891,1,1300,410
standing-bottles-56.jpg,1300,1191,standing,853,430,1300,841
standing-bottles-56.jpg,1300,1191,standing,504,661,913,1071
Image__2018-01-24__12-18-32.jpg,1280,1024,standing,850,723,945,820
Image__2018-01-24__12-18-32.jpg,1280,1024,standing,755,725,850,822
Image__2018-01-24__12-18-32.jpg,1280,1024,standing,661,727,756,824
Image__2018-01-24__12-18-32.jpg,1280,1024,standing,523,635,618,732
Image__2018-01-24__12-18-32.jpg,1280,1024,standing,542,501,637,598
Image__2018-01-24__12-18-32.jpg,1280,1024,standing,687,545,782,642
Image__2018-01-24__12-18-32.jpg,1280,1024,standing,774,547,869,644
Image__2018-01-24__12-18-32.jpg,1280,1024,standing,863,541,967,632
Image__2018-01-24__12-18-32.jpg,1280,1024,standing,632,390,736,481
Image__2018-01-24__12-18-32.jpg,1280,1024,standing,718,369,822,460
Image__2018-01-24__12-18-32.jpg,1280,1024,standing,808,357,912,448
Image__2018-01-24__12-18-32.jpg,1280,1024,standing,895,360,999,451
Image__2018-01-24__12-18-32.jpg,1280,1024,standing,987,347,1091,438
Image__2018-01-24__12-18-32.jpg,1280,1024,standing,616,881,705,995
Image__2018-01-24__12-18-32.jpg,1280,1024,standing,1068,768,1203,868
Image__2018-01-24__12-18-32.jpg,1280,1024,standing,1038,682,1173,782
Image__2018-01-24__12-18-32.jpg,1280,1024,standing,1033,600,1171,689
Image__2018-01-24__12-18-32.jpg,1280,1024,standing,1063,514,1201,603
Image__2018-01-24__12-02-42.jpg,1280,1024,standing,518,409,670,552
Image__2018-01-24__12-02-42.jpg,1280,1024,standing,598,214,732,372
Image__2018-01-24__12-02-42.jpg,1280,1024,standing,458,225,593,375
Image__2018-01-24__12-02-42.jpg,1280,1024,standing,734,209,868,367
Image__2018-01-24__12-02-42.jpg,1280,1024,standing,696,574,848,717
Image__2018-01-24__12-02-42.jpg,1280,1024,standing,857,669,1036,833
Image__2018-01-24__12-02-42.jpg,1280,1024,standing,895,840,1091,1024
Image__2018-01-24__12-02-42.jpg,1280,1024,standing,770,851,927,1024
Image__2018-01-24__12-02-42.jpg,1280,1024,standing,648,835,787,1024
Image__2018-01-24__12-02-42.jpg,1280,1024,standing,501,847,643,1024
Image__2018-01-24__11-40-53.jpg,1280,1024,standing,814,511,952,636
Image__2018-01-24__11-40-53.jpg,1280,1024,standing,668,533,810,675
Image__2018-01-24__11-40-53.jpg,1280,1024,standing,506,624,648,766
Image__2018-01-24__11-40-53.jpg,1280,1024,standing,729,456,825,539
Image__2018-01-24__11-40-53.jpg,1280,1024,standing,829,388,983,512
Image__2018-01-24__11-40-53.jpg,1280,1024,standing,949,490,1103,614
Image__2018-01-24__11-40-53.jpg,1280,1024,standing,1070,488,1224,612
Image__2018-01-24__11-40-53.jpg,1280,1024,standing,1070,612,1280,753
Image__2018-01-24__11-40-53.jpg,1280,1024,standing,830,729,1017,903
Image__2018-01-24__11-40-53.jpg,1280,1024,standing,732,753,866,929
Image__2018-01-24__11-40-53.jpg,1280,1024,standing,1090,722,1280,884
Image__2018-01-24__11-40-53.jpg,1280,1024,fallen,754,620,1063,755
water-bottle-14.jpg,640,480,fallen,144,34,241,464
water-bottle-14.jpg,640,480,fallen,270,31,367,461
water-bottle-14.jpg,640,480,fallen,398,32,495,463
Image__2018-01-10__14-06-43.jpg,640,480,standing,233,203,362,322
Image__2018-01-10__14-06-43.jpg,640,480,standing,286,1,455,173
Image__2018-01-10__14-06-43.jpg,640,480,standing,123,1,302,199
Image__2018-01-10__14-06-43.jpg,640,480,standing,1,136,223,294
Image__2018-01-10__14-06-43.jpg,640,480,standing,1,273,237,457
Image__2018-01-10__14-06-43.jpg,640,480,standing,467,9,607,118
Image__2018-01-10__14-06-43.jpg,640,480,fallen,364,102,483,473
standing-bottles-57.jpg,1300,960,standing,761,239,1239,804
standing-bottles-57.jpg,1300,960,standing,352,54,795,661
water-bottle-28.jpg,640,480,standing,271,176,380,306
water-bottle-28.jpg,640,480,standing,383,246,492,376
water-bottle-28.jpg,640,480,standing,363,102,472,232
water-bottle-28.jpg,640,480,standing,274,1,385,162
water-bottle-28.jpg,640,480,standing,176,95,285,225
water-bottle-28.jpg,640,480,standing,176,255,285,385
water-bottle-28.jpg,640,480,standing,278,314,390,466
water-bottle-28.jpg,640,480,standing,74,316,181,466
water-bottle-28.jpg,640,480,standing,70,162,202,313
water-bottle-28.jpg,640,480,standing,74,16,198,142
water-bottle-28.jpg,640,480,standing,464,92,585,239
water-bottle-28.jpg,640,480,standing,493,243,622,398
water-bottle-28.jpg,640,480,standing,1,83,129,238
standing-bottles-43.jpg,1300,955,standing,586,405,773,620
standing-bottles-43.jpg,1300,955,standing,717,610,904,825
standing-bottles-43.jpg,1300,955,standing,498,618,685,833
standing-bottles-43.jpg,1300,955,standing,372,429,559,644
standing-bottles-43.jpg,1300,955,standing,255,253,442,468
standing-bottles-43.jpg,1300,955,standing,457,221,644,436
standing-bottles-43.jpg,1300,955,standing,664,198,851,413
standing-bottles-43.jpg,1300,955,standing,794,391,981,606
standing-bottles-43.jpg,1300,955,standing,940,587,1127,802
standing-bottles-43.jpg,1300,955,standing,1019,366,1206,581
standing-bottles-43.jpg,1300,955,standing,899,185,1086,400
standing-bottles-43.jpg,1300,955,standing,525,36,712,251
standing-bottles-43.jpg,1300,955,standing,771,21,958,236
standing-bottles-43.jpg,1300,955,standing,260,655,471,850
standing-bottles-43.jpg,1300,955,standing,131,453,342,648
standing-bottles-43.jpg,1300,955,standing,6,664,217,859
standing-bottles-43.jpg,1300,955,standing,15,260,226,455
standing-bottles-43.jpg,1300,955,standing,112,83,323,278
standing-bottles-43.jpg,1300,955,standing,324,56,535,251
standing-bottles-43.jpg,1300,955,standing,1089,161,1299,356
standing-bottles-43.jpg,1300,955,standing,979,1,1189,195
standing-bottles-79j.jpg,1300,960,fallen,183,249,767,583
standing-bottles-79j.jpg,1300,960,fallen,113,591,743,869
Image__2018-01-22__15-36-15.jpg,640,480,fallen,247,253,419,388
Image__2018-01-22__15-36-15.jpg,640,480,fallen,166,305,348,444
Image__2018-01-22__15-36-15.jpg,640,480,fallen,166,107,317,274
standing-bottles-788.jpg,1300,913,standing,509,450,849,781
standing-bottles-788.jpg,1300,913,standing,843,468,1183,799
standing-bottles-788.jpg,1300,913,standing,818,114,1158,445
standing-bottles-788.jpg,1300,913,standing,485,107,825,438
standing-bottles-788.jpg,1300,913,standing,160,449,500,780
standing-bottles-788.jpg,1300,913,standing,154,108,494,439
Image__2018-01-24__12-01-12.jpg,1280,1024,standing,345,388,502,529
Image__2018-01-24__12-01-12.jpg,1280,1024,standing,356,251,513,392
Image__2018-01-24__12-01-12.jpg,1280,1024,standing,300,633,458,794
Image__2018-01-24__12-01-12.jpg,1280,1024,standing,394,859,552,1020
Image__2018-01-24__12-01-12.jpg,1280,1024,standing,1017,691,1228,860
Image__2018-01-24__12-01-12.jpg,1280,1024,standing,998,396,1215,529
Image__2018-01-24__12-01-12.jpg,1280,1024,standing,968,271,1185,423
Image__2018-01-24__12-01-12.jpg,1280,1024,standing,1078,598,1280,739
Image__2018-01-24__12-01-12.jpg,1280,1024,standing,801,899,957,1021
Image__2018-01-22__15-45-10.jpg,640,480,fallen,258,330,415,384
Image__2018-01-22__15-45-10.jpg,640,480,fallen,263,279,420,333
Image__2018-01-22__15-45-10.jpg,640,480,fallen,252,230,409,284
Image__2018-01-22__15-45-10.jpg,640,480,fallen,254,173,415,228
Image__2018-01-23__14-37-38.jpg,640,480,standing,400,304,470,373
Image__2018-01-23__14-37-38.jpg,640,480,standing,337,307,407,376
Image__2018-01-23__14-37-38.jpg,640,480,standing,287,264,353,329
Image__2018-01-23__14-37-38.jpg,640,480,standing,341,228,407,293
Image__2018-01-23__14-37-38.jpg,640,480,standing,408,245,474,310
Image__2018-01-23__14-37-38.jpg,640,480,standing,471,271,546,339
Image__2018-01-23__14-37-38.jpg,640,480,standing,457,337,532,405
Image__2018-01-23__14-37-38.jpg,640,480,standing,437,142,512,210
Image__2018-01-23__14-37-38.jpg,640,480,standing,359,120,433,191
Image__2018-01-23__14-37-38.jpg,640,480,standing,293,133,360,207
Image__2018-01-23__14-37-38.jpg,640,480,standing,183,227,260,290
Image__2018-01-23__14-37-38.jpg,640,480,standing,182,290,257,356
Image__2018-01-23__14-37-38.jpg,640,480,standing,244,312,317,377
Image__2018-01-23__14-37-38.jpg,640,480,standing,243,181,303,233
Image__2018-01-23__14-37-38.jpg,640,480,standing,243,138,294,183
Image__2018-01-23__14-37-38.jpg,640,480,standing,191,141,242,186
Image__2018-01-23__14-37-38.jpg,640,480,standing,237,1,304,84
Image__2018-01-23__14-37-38.jpg,640,480,standing,350,48,426,128
Image__2018-01-23__14-37-38.jpg,640,480,standing,421,33,500,121
Image__2018-01-23__14-37-38.jpg,640,480,standing,500,176,596,236
Image__2018-01-23__14-37-38.jpg,640,480,standing,419,210,486,256
Image__2018-01-23__14-37-38.jpg,640,480,standing,388,188,441,234
Image__2018-01-23__14-37-38.jpg,640,480,standing,212,191,246,227
Image__2018-01-23__14-37-38.jpg,640,480,standing,523,323,566,357
Image__2018-01-23__14-37-38.jpg,640,480,standing,544,224,640,281
Image__2018-01-23__14-37-38.jpg,640,480,standing,497,142,537,187
Image__2018-01-23__14-37-38.jpg,640,480,fallen,141,82,334,142
Image__2018-01-23__14-37-38.jpg,640,480,fallen,262,361,424,418
Image__2018-01-23__14-37-38.jpg,640,480,fallen,129,174,196,352
Image__2018-01-23__14-37-38.jpg,640,480,fallen,480,226,583,325
Image__2018-01-23__14-37-38.jpg,640,480,fallen,301,1,407,94
Image__2018-01-23__14-37-38.jpg,640,480,fallen,259,192,391,276
Image__2018-01-10__14-41-56.jpg,640,480,fallen,101,71,469,363
standing-bottles-7tcsv.jpg,1300,831,fallen,954,125,1156,631
standing-bottles-7tcsv.jpg,1300,831,fallen,755,115,957,621
standing-bottles-7tcsv.jpg,1300,831,fallen,545,125,747,631
standing-bottles-7tcsv.jpg,1300,831,fallen,344,123,546,629
standing-bottles-7tcsv.jpg,1300,831,fallen,142,116,344,622
standing-bottles-7tcsv.jpg,1300,831,fallen,140,114,342,620
Image__2018-01-10__14-00-36.jpg,640,480,fallen,9,295,451,411
Image__2018-01-10__14-00-36.jpg,640,480,fallen,479,84,598,416
standing-bottles-7344.jpg,1300,506,standing,949,25,1021,89
standing-bottles-7344.jpg,1300,506,standing,878,26,950,90
standing-bottles-7344.jpg,1300,506,standing,800,29,872,93
standing-bottles-7344.jpg,1300,506,standing,723,27,795,91
standing-bottles-7344.jpg,1300,506,standing,660,26,732,90
standing-bottles-7344.jpg,1300,506,standing,583,27,655,91
standing-bottles-7344.jpg,1300,506,standing,508,29,580,93
standing-bottles-7344.jpg,1300,506,standing,428,23,500,87
standing-bottles-7344.jpg,1300,506,standing,351,23,423,87
standing-bottles-7344.jpg,1300,506,standing,284,24,356,88
standing-bottles-7344.jpg,1300,506,standing,209,22,281,86
